st,ag_dist,cnty,num_owp,cv,id,lat,lon
Georgia,CENTRAL,Pulaski,2,99.95,GA,32.238794,–83.481855
Georgia,CENTRAL,Putnam,12,99.95,GA,33.321061,–83.371790
Georgia,CENTRAL,Taliaferro,1,99.95,GA,33.559314,–82.875208
Georgia,CENTRAL,Twiggs,5,99.95,GA,32.665847,–83.425879
Georgia,CENTRAL,Washington,1,99.95,GA,32.971848,–82.798112
Georgia,CENTRAL,Wilkinson,1,99.95,GA,32.804321,–83.175587
Georgia,EAST CENTRAL,Bulloch,14,99.95,GA,32.393408,–81.743810
Georgia,EAST CENTRAL,Burke,7,99.95,GA,33.063737,–82.003890
Georgia,EAST CENTRAL,Candler,3,99.95,GA,32.403986,–82.071446
Georgia,EAST CENTRAL,Columbia,2,99.95,GA,33.550556,–82.251342
Georgia,EAST CENTRAL,Effingham,2,99.95,GA,32.361711,–81.343337
Georgia,EAST CENTRAL,Emanuel,3,99.95,GA,32.5911,–82.299763
Georgia,EAST CENTRAL,Jefferson,10,99.95,GA,33.051874,–82.419050
Georgia,EAST CENTRAL,Jenkins,2,99.95,GA,32.794563,–81.971524
Georgia,EAST CENTRAL,Mcduffie,13,99.95,GA,33.482464,–82.473188
Georgia,EAST CENTRAL,Richmond,5,99.95,GA,33.361487,–82.074998
Georgia,EAST CENTRAL,Screven,9,99.95,GA,32.744751,–81.617585
Georgia,EAST CENTRAL,Warren,6,99.95,GA,33.419169,–82.688012
Georgia,NORTH CENTRAL,Barrow,9,99.95,GA,33.992009,–83.712303
Georgia,NORTH CENTRAL,Cherokee,9,99.95,GA,34.244317,–84.475057
Georgia,NORTH CENTRAL,Clarke,6,99.95,GA,33.952234,–83.367130
Georgia,NORTH CENTRAL,Cobb,18,99.95,GA,33.93994,–84.574166
Georgia,NORTH CENTRAL,Dawson,2,99.95,GA,34.442842,–84.173284
Georgia,NORTH CENTRAL,Fannin,8,99.95,GA,34.863837,–84.319287
Georgia,NORTH CENTRAL,Forsyth,3,99.95,GA,34.225143,–84.127336
Georgia,NORTH CENTRAL,Fulton,11,99.95,GA,33.790034,–84.468182
Georgia,NORTH CENTRAL,Gilmer,6,99.95,GA,34.690541,–84.453984
Georgia,NORTH CENTRAL,Gwinnett,3,99.95,GA,33.959101,–84.022938
Georgia,NORTH CENTRAL,Hall,12,99.95,GA,34.317588,–83.818497
Georgia,NORTH CENTRAL,Jackson,22,99.95,GA,34.134157,–83.565133
Georgia,NORTH CENTRAL,Lumpkin,7,99.95,GA,34.568149,–83.998828
Georgia,NORTH CENTRAL,Oconee,14,99.95,GA,33.834125,–83.437728
Georgia,NORTH CENTRAL,Pickens,4,99.95,GA,34.456621,–84.490256
Georgia,NORTH CENTRAL,Towns,3,99.95,GA,34.90265,–83.732158
Georgia,NORTH CENTRAL,Union,8,99.95,GA,34.83377,–83.989573
Georgia,NORTH CENTRAL,Walton,13,99.95,GA,33.782649,–83.734215
Georgia,NORTH CENTRAL,White,7,99.95,GA,34.643677,–83.743713
Georgia,NORTHEAST,Banks,27,99.95,GA,34.351922,–83.498441
Georgia,NORTHEAST,Elbert,4,99.95,GA,34.115017,–82.842057
Georgia,NORTHEAST,Franklin,13,99.95,GA,34.375155,–83.227291
Georgia,NORTHEAST,Habersham,12,99.95,GA,34.635108,–83.526406
Georgia,NORTHEAST,Hart,14,99.95,GA,34.348733,–82.963290
Georgia,NORTHEAST,Madison,12,99.95,GA,34.128486,–83.203637
Georgia,NORTHEAST,Oglethorpe,8,99.95,GA,33.866806,–83.074081
Georgia,NORTHEAST,Rabun,8,99.95,GA,34.883026,–83.404735
Georgia,NORTHEAST,Stephens,12,99.95,GA,34.552914,–83.290216
Georgia,NORTHEAST,Wilkes,7,99.95,GA,33.77904,–82.747922
Georgia,NORTHWEST,Bartow,21,99.95,GA,34.240918,–84.838188
Georgia,NORTHWEST,Catoosa,1,99.95,GA,34.899393,–85.137353
Georgia,NORTHWEST,Chattooga,12,99.95,GA,34.474179,–85.345289
Georgia,NORTHWEST,Dade,17,99.95,GA,34.852424,–85.506201
Georgia,NORTHWEST,Floyd,12,99.95,GA,34.263677,–85.213730
Georgia,NORTHWEST,Gordon,14,99.95,GA,34.509667,–84.873862
Georgia,NORTHWEST,Murray,9,99.95,GA,34.797097,–84.737990
Georgia,NORTHWEST,Paulding,14,99.95,GA,33.920903,–84.866979
Georgia,NORTHWEST,Polk,8,99.95,GA,33.995961,–85.186826
Georgia,NORTHWEST,Walker,8,99.95,GA,34.735827,–85.305385
Georgia,NORTHWEST,Whitfield,7,99.95,GA,34.801726,–84.968541
Georgia,SOUTH CENTRAL,Atkinson,3,99.95,GA,31.300562,–82.883614
Georgia,SOUTH CENTRAL,Ben Hill,2,99.95,GA,31.740776,–83.147190
Georgia,SOUTH CENTRAL,Berrien,2,99.95,GA,31.274308,–83.231906
Georgia,SOUTH CENTRAL,Brooks,4,99.95,GA,30.833696,–83.588971
Georgia,SOUTH CENTRAL,Clinch,31,99.95,GA,30.917653,–82.702614
Georgia,SOUTH CENTRAL,Coffee,6,99.95,GA,31.549245,–82.844938
Georgia,SOUTH CENTRAL,Colquitt,5,99.95,GA,31.189758,–83.769741
Georgia,SOUTH CENTRAL,Cook,6,99.95,GA,31.152935,–83.429552
Georgia,SOUTH CENTRAL,Crisp,3,99.95,GA,31.914753,–83.753338
Georgia,SOUTH CENTRAL,Dooly,5,99.95,GA,32.151995,–83.807167
Georgia,SOUTH CENTRAL,Echols,2,99.95,GA,30.7085,–82.836132
Georgia,SOUTH CENTRAL,Irwin,9,99.95,GA,31.604306,–83.277037
Georgia,SOUTH CENTRAL,Jeff Davis,4,99.95,GA,31.811615,–82.636825
Georgia,SOUTH CENTRAL,Lanier,3,99.95,GA,31.038197,–83.063164
Georgia,SOUTH CENTRAL,Lowndes,8,99.95,GA,30.83368,–83.268967
Georgia,SOUTH CENTRAL,Tift,1,99.95,GA,31.457003,–83.525931
Georgia,SOUTH CENTRAL,Turner,1,99.95,GA,31.718232,–83.628567
Georgia,SOUTH CENTRAL,Worth,4,99.95,GA,31.551773,–83.849960
Georgia,SOUTHEAST,Appling,3,99.95,GA,31.739712,–82.290103
Georgia,SOUTHEAST,Bacon,1,99.95,GA,31.563327,–82.387859
Georgia,SOUTHEAST,Brantley,7,99.95,GA,31.197334,–81.982978
Georgia,SOUTHEAST,Camden,7,99.95,GA,30.916358,–81.636516
Georgia,SOUTHEAST,Charlton,1,99.95,GA,30.779904,–82.139644
Georgia,SOUTHEAST,Chatham,7,99.95,GA,31.974756,–81.091768
Georgia,SOUTHEAST,Evans,3,99.95,GA,32.151902,–81.887618
Georgia,SOUTHEAST,Glynn,5,99.95,GA,31.212747,–81.496517
Georgia,SOUTHEAST,Liberty,1,99.95,GA,31.807245,–81.457969
Georgia,SOUTHEAST,Long,2,99.95,GA,31.749563,–81.742870
Georgia,SOUTHEAST,Mcintosh,1,99.95,GA,31.482978,–81.370199
Georgia,SOUTHEAST,Pierce,3,99.95,GA,31.353988,–82.210427
Georgia,SOUTHEAST,Tattnall,8,99.95,GA,32.043768,–82.059208
Georgia,SOUTHEAST,Toombs,10,99.95,GA,32.126698,–82.332071
Georgia,SOUTHEAST,Ware,11,99.95,GA,31.050881,–82.421507
Georgia,SOUTHEAST,Wayne,15,99.95,GA,31.547845,–81.912376
Georgia,SOUTHWEST,Baker,1,99.95,GA,31.319622,–84.454857
Georgia,SOUTHWEST,Calhoun,1,99.95,GA,31.521279,–84.626290
Georgia,SOUTHWEST,Clay,1,99.95,GA,31.619831,–84.992583
Georgia,SOUTHWEST,Decatur,3,99.95,GA,30.877961,–84.577744
Georgia,SOUTHWEST,Early,1,99.95,GA,31.324191,–84.906723
Georgia,SOUTHWEST,Grady,5,99.95,GA,30.875863,–84.244772
Georgia,SOUTHWEST,Lee,3,99.95,GA,31.818419,–84.146681
Georgia,SOUTHWEST,Mitchell,12,99.95,GA,31.22894,–84.192407
Georgia,SOUTHWEST,Seminole,3,99.95,GA,30.933894,–84.867592
Georgia,SOUTHWEST,Stewart,4,99.95,GA,32.073225,–84.834912
Georgia,SOUTHWEST,Sumter,1,99.95,GA,32.042203,–84.204283
Georgia,SOUTHWEST,Terrell,3,99.95,GA,31.777191,–84.439446
Georgia,SOUTHWEST,Thomas,7,99.95,GA,30.864616,–83.919783
Georgia,WEST CENTRAL,Carroll,13,99.95,GA,33.582237,–85.080527
Georgia,WEST CENTRAL,Clayton,1,99.95,GA,33.552242,–84.412977
Georgia,WEST CENTRAL,Coweta,13,99.95,GA,33.352897,–84.762138
Georgia,WEST CENTRAL,Douglas,8,99.95,GA,33.699317,–84.765944
Georgia,WEST CENTRAL,Fayette,12,99.95,GA,33.412717,–84.493941
Georgia,WEST CENTRAL,Haralson,4,99.95,GA,33.795165,–85.220062
Georgia,WEST CENTRAL,Harris,14,99.95,GA,32.731549,–84.912432
Georgia,WEST CENTRAL,Heard,9,99.95,GA,33.290968,–85.139594
Georgia,WEST CENTRAL,Henry,11,99.95,GA,33.452881,–84.154440
Georgia,WEST CENTRAL,Lamar,6,99.95,GA,33.07446,–84.146721
Georgia,WEST CENTRAL,Marion,9,99.95,GA,32.359538,–84.529561
Georgia,WEST CENTRAL,Meriwether,9,99.95,GA,33.03022,–84.663279
Georgia,WEST CENTRAL,Pike,3,99.95,GA,33.090769,–84.386627
Georgia,WEST CENTRAL,Spalding,4,99.95,GA,33.262389,–84.286067
Georgia,WEST CENTRAL,Talbot,6,99.95,GA,32.704603,–84.530029
Georgia,WEST CENTRAL,Taylor,2,99.95,GA,32.554667,–84.251426
Georgia,WEST CENTRAL,Troup,18,99.95,GA,33.034482,–85.028360
Georgia,WEST CENTRAL,Upson,1,99.95,GA,32.881837,–84.292281
Hawaii,HAWAII ISLAND,Hawaii,109,91.3,HI,19.597764,–155.502443
Hawaii,KAUAI AND NIIHAU ISLANDS,Kauai,46,91.3,HI,22.012038,–159.705965
Hawaii,"MAUI, MOLOKAI & LANAI ISLAND",Maui & Kalwao,76,91.3,HI,20.855931,–156.601550
Hawaii,OAHU ISLAND,Honolulu,19,91.3,HI,21.461364,–158.201976
Idaho,EAST,Bannock,9,75.4,ID,42.692939,–112.228986
Idaho,EAST,Bear Lake,2,75.4,ID,42.285833,–111.327445
Idaho,EAST,Bingham,19,75.4,ID,43.216357,–112.399206
Idaho,EAST,Bonneville,11,75.4,ID,43.395171,–111.621878
Idaho,EAST,Butte,2,75.4,ID,43.6851,–113.177627
Idaho,EAST,Caribou,2,75.4,ID,42.786273,–111.544172
Idaho,EAST,Franklin,2,75.4,ID,42.173589,–111.822955
Idaho,EAST,Fremont,5,75.4,ID,44.218091,–111.484429
Idaho,EAST,Jefferson,1,75.4,ID,43.796965,–112.318588
Idaho,EAST,Lemhi,5,75.4,ID,44.928789,–113.887841
Idaho,EAST,Madison,3,75.4,ID,43.789709,–111.656550
Idaho,EAST,Oneida,12,75.4,ID,42.18389,–112.520465
Idaho,EAST,Power,5,75.4,ID,42.694126,–112.844407
Idaho,EAST,Teton,12,75.4,ID,43.760994,–111.211765
Idaho,NORTH,Benewah,4,75.4,ID,47.218451,–116.633541
Idaho,NORTH,Bonner,41,75.4,ID,48.312512,–116.596940
Idaho,NORTH,Boundary,8,75.4,ID,48.773065,–116.524619
Idaho,NORTH,Clearwater,3,75.4,ID,46.67257,–115.653500
Idaho,NORTH,Idaho,3,75.4,ID,45.849237,–115.467376
Idaho,NORTH,Kootenai,17,75.4,ID,47.677113,–116.694918
Idaho,NORTH,Latah,5,75.4,ID,46.81892,–116.730974
Idaho,NORTH,Nez Perce,5,75.4,ID,46.333766,–116.760903
Idaho,NORTH,Shoshone,6,75.4,ID,47.347694,–115.885092
Idaho,SOUTH CENTRAL,Blaine,4,75.4,ID,43.394482,–113.955290
Idaho,SOUTH CENTRAL,Cassia,5,75.4,ID,42.288635,–113.605498
Idaho,SOUTH CENTRAL,Gooding,5,75.4,ID,42.973185,–114.821420
Idaho,SOUTH CENTRAL,Jerome,8,75.4,ID,42.691172,–114.263009
Idaho,SOUTH CENTRAL,Minidoka,5,75.4,ID,42.856937,–113.640010
Idaho,SOUTH CENTRAL,Twin Falls,8,75.4,ID,42.352309,–114.665639
Idaho,SOUTHWEST,Ada,43,75.4,ID,43.447861,–116.244456
Idaho,SOUTHWEST,Adams,1,75.4,ID,44.884583,–116.431873
Idaho,SOUTHWEST,Boise,1,75.4,ID,43.987275,–115.715111
Idaho,SOUTHWEST,Canyon,17,75.4,ID,43.623051,–116.708527
Idaho,SOUTHWEST,Elmore,9,75.4,ID,43.394826,–115.470751
Idaho,SOUTHWEST,Gem,17,75.4,ID,44.061473,–116.398784
Idaho,SOUTHWEST,Owyhee,5,75.4,ID,42.593063,–116.142655
Idaho,SOUTHWEST,Payette,8,75.4,ID,44.00274,–116.748655
Idaho,SOUTHWEST,Valley,4,75.4,ID,44.771532,–115.637875
Idaho,SOUTHWEST,Washington,5,75.4,ID,44.448213,–116.797830
Illinois,CENTRAL,De Witt,3,82.4,IL,40.181499,–88.901853
Illinois,CENTRAL,Logan,9,82.4,IL,40.12907,–89.365308
Illinois,CENTRAL,Macon,8,82.4,IL,39.860237,–88.961529
Illinois,CENTRAL,Marshall,1,82.4,IL,41.031119,–89.342371
Illinois,CENTRAL,Mason,2,82.4,IL,40.236993,–89.913575
Illinois,CENTRAL,Mclean,25,82.4,IL,40.494559,–88.844539
Illinois,CENTRAL,Menard,2,82.4,IL,40.022569,–89.794133
Illinois,CENTRAL,Peoria,15,82.4,IL,40.785999,–89.767358
Illinois,CENTRAL,Stark,4,82.4,IL,41.096908,–89.797411
Illinois,CENTRAL,Tazewell,8,82.4,IL,40.508074,–89.516260
Illinois,CENTRAL,Woodford,14,82.4,IL,40.789596,–89.210301
Illinois,EAST,Champaign,24,82.4,IL,40.13915,–88.197201
Illinois,EAST,Ford,5,82.4,IL,40.594423,–88.224746
Illinois,EAST,Iroquois,10,82.4,IL,40.748867,–87.833601
Illinois,EAST,Kankakee,20,82.4,IL,41.139494,–87.861125
Illinois,EAST,Livingston,2,82.4,IL,40.894376,–88.552852
Illinois,EAST,Piatt,3,82.4,IL,40.009056,–88.592328
Illinois,EAST,Vermilion,21,82.4,IL,40.18674,–87.726772
Illinois,EAST SOUTHEAST,Clark,6,82.4,IL,39.332364,–87.791687
Illinois,EAST SOUTHEAST,Coles,14,82.4,IL,39.51368,–88.220782
Illinois,EAST SOUTHEAST,Crawford,4,82.4,IL,39.00373,–87.757172
Illinois,EAST SOUTHEAST,Cumberland,7,82.4,IL,39.273121,–88.240619
Illinois,EAST SOUTHEAST,Douglas,12,82.4,IL,39.766078,–88.222866
Illinois,EAST SOUTHEAST,Edgar,5,82.4,IL,39.679037,–87.747110
Illinois,EAST SOUTHEAST,Effingham,9,82.4,IL,39.047694,–88.592786
Illinois,EAST SOUTHEAST,Fayette,25,82.4,IL,39.001125,–89.017923
Illinois,EAST SOUTHEAST,Jasper,9,82.4,IL,39.004874,–88.150763
Illinois,EAST SOUTHEAST,Lawrence,13,82.4,IL,38.718954,–87.730221
Illinois,EAST SOUTHEAST,Marion,13,82.4,IL,38.648396,–88.920221
Illinois,EAST SOUTHEAST,Moultrie,8,82.4,IL,39.636896,–88.625726
Illinois,EAST SOUTHEAST,Richland,13,82.4,IL,38.71155,–88.085698
Illinois,EAST SOUTHEAST,Shelby,11,82.4,IL,39.384926,–88.798862
Illinois,NORTHEAST,Boone,11,82.4,IL,42.318983,–88.824295
Illinois,NORTHEAST,Cook,43,82.4,IL,41.894294,–87.645455
Illinois,NORTHEAST,Dekalb,21,82.4,IL,41.894613,–88.768991
Illinois,NORTHEAST,Dupage,22,82.4,IL,41.852058,–88.086038
Illinois,NORTHEAST,Grundy,6,82.4,IL,41.29241,–88.401055
Illinois,NORTHEAST,Kane,46,82.4,IL,41.939594,–88.428040
Illinois,NORTHEAST,Kendall,13,82.4,IL,41.58814,–88.430626
Illinois,NORTHEAST,La Salle,20,82.4,IL,41.343341,–88.885931
Illinois,NORTHEAST,Lake,80,82.4,IL,42.326444,–87.436118
Illinois,NORTHEAST,Mchenry,57,82.4,IL,42.324298,–88.452245
Illinois,NORTHEAST,Will,47,82.4,IL,41.448474,–87.978456
Illinois,NORTHWEST,Bureau,13,82.4,IL,41.401304,–89.528377
Illinois,NORTHWEST,Carroll,6,82.4,IL,42.059084,–89.926485
Illinois,NORTHWEST,Henry,21,82.4,IL,41.350021,–90.130838
Illinois,NORTHWEST,Jo Daviess,16,82.4,IL,42.362391,–90.211471
Illinois,NORTHWEST,Lee,17,82.4,IL,41.747442,–89.299351
Illinois,NORTHWEST,Mercer,15,82.4,IL,41.204791,–90.741433
Illinois,NORTHWEST,Ogle,10,82.4,IL,42.041884,–89.320176
Illinois,NORTHWEST,Putnam,6,82.4,IL,41.19894,–89.298386
Illinois,NORTHWEST,Rock Island,12,82.4,IL,41.468404,–90.572203
Illinois,NORTHWEST,Stephenson,13,82.4,IL,42.349726,–89.665994
Illinois,NORTHWEST,Whiteside,10,82.4,IL,41.750571,–89.910957
Illinois,NORTHWEST,Winnebago,23,82.4,IL,42.337396,–89.161205
Illinois,SOUTHEAST,Edwards,5,82.4,IL,38.417095,–88.047941
Illinois,SOUTHEAST,Franklin,5,82.4,IL,37.991848,–88.926246
Illinois,SOUTHEAST,Hamilton,4,82.4,IL,38.085226,–88.539005
Illinois,SOUTHEAST,Hardin,5,82.4,IL,37.517852,–88.266148
Illinois,SOUTHEAST,Jefferson,29,82.4,IL,38.30078,–88.924210
Illinois,SOUTHEAST,Massac,5,82.4,IL,37.216119,–88.705658
Illinois,SOUTHEAST,Pope,2,82.4,IL,37.417169,–88.542374
Illinois,SOUTHEAST,Saline,2,82.4,IL,37.751653,–88.545031
Illinois,SOUTHEAST,Wabash,2,82.4,IL,38.445821,–87.839167
Illinois,SOUTHEAST,Wayne,12,82.4,IL,38.431948,–88.432129
Illinois,SOUTHEAST,White,1,82.4,IL,38.087372,–88.178585
Illinois,SOUTHWEST,Clinton,22,82.4,IL,38.606423,–89.423136
Illinois,SOUTHWEST,Jackson,26,82.4,IL,37.786096,–89.381212
Illinois,SOUTHWEST,Johnson,6,82.4,IL,37.460815,–88.882962
Illinois,SOUTHWEST,Monroe,8,82.4,IL,38.277983,–90.179078
Illinois,SOUTHWEST,Perry,11,82.4,IL,38.084385,–89.368487
Illinois,SOUTHWEST,Pulaski,3,82.4,IL,37.215615,–89.127755
Illinois,SOUTHWEST,Randolph,9,82.4,IL,38.056515,–89.821210
Illinois,SOUTHWEST,St. Clair,21,82.4,IL,38.470198,–89.928546
Illinois,SOUTHWEST,Union,7,82.4,IL,37.475104,–89.252875
Illinois,SOUTHWEST,Washington,5,82.4,IL,38.353141,–89.417187
Illinois,SOUTHWEST,Williamson,11,82.4,IL,37.730353,–88.930018
Illinois,WEST,Adams,19,82.4,IL,39.986053,–91.194961
Illinois,WEST,Fulton,11,82.4,IL,40.465688,–90.206793
Illinois,WEST,Hancock,4,82.4,IL,40.405792,–91.167988
Illinois,WEST,Knox,7,82.4,IL,40.930941,–90.213761
Illinois,WEST,Mcdonough,14,82.4,IL,40.455789,–90.677579
Illinois,WEST,Schuyler,4,82.4,IL,40.156905,–90.613464
Illinois,WEST,Warren,11,82.4,IL,40.850441,–90.620223
Illinois,WEST SOUTHWEST,Bond,5,82.4,IL,38.885924,–89.436592
Illinois,WEST SOUTHWEST,Calhoun,1,82.4,IL,39.164262,–90.666295
Illinois,WEST SOUTHWEST,Cass,5,82.4,IL,39.969202,–90.245705
Illinois,WEST SOUTHWEST,Christian,6,82.4,IL,39.545524,–89.279593
Illinois,WEST SOUTHWEST,Greene,7,82.4,IL,39.355444,–90.387757
Illinois,WEST SOUTHWEST,Jersey,6,82.4,IL,39.080192,–90.361365
Illinois,WEST SOUTHWEST,Macoupin,37,82.4,IL,39.2659,–89.926344
Illinois,WEST SOUTHWEST,Madison,27,82.4,IL,38.827082,–89.900195
Illinois,WEST SOUTHWEST,Montgomery,17,82.4,IL,39.228092,–89.478007
Illinois,WEST SOUTHWEST,Morgan,9,82.4,IL,39.716806,–90.202277
Illinois,WEST SOUTHWEST,Pike,5,82.4,IL,39.625106,–90.889034
Illinois,WEST SOUTHWEST,Sangamon,29,82.4,IL,39.756378,–89.662311
Indiana,CENTRAL,Bartholomew,5,99.95,IN,39.205843,–85.897999
Indiana,CENTRAL,Boone,13,99.95,IN,40.050892,–86.469014
Indiana,CENTRAL,Clinton,18,99.95,IN,40.305944,–86.477567
Indiana,CENTRAL,Decatur,3,99.95,IN,39.30598,–85.499831
Indiana,CENTRAL,Grant,9,99.95,IN,40.515758,–85.654946
Indiana,CENTRAL,Hamilton,16,99.95,IN,40.04987,–86.020586
Indiana,CENTRAL,Hancock,6,99.95,IN,39.822604,–85.772904
Indiana,CENTRAL,Hendricks,34,99.95,IN,39.768749,–86.510287
Indiana,CENTRAL,Howard,10,99.95,IN,40.483537,–86.114118
Indiana,CENTRAL,Johnson,22,99.95,IN,39.495986,–86.094600
Indiana,CENTRAL,Madison,20,99.95,IN,40.166203,–85.722454
Indiana,CENTRAL,Marion,9,99.95,IN,39.782976,–86.135794
Indiana,CENTRAL,Morgan,15,99.95,IN,39.482646,–86.447457
Indiana,CENTRAL,Rush,2,99.95,IN,39.622312,–85.466527
Indiana,CENTRAL,Shelby,8,99.95,IN,39.524135,–85.792174
Indiana,CENTRAL,Tipton,4,99.95,IN,40.310229,–86.056207
Indiana,EAST CENTRAL,Delaware,16,99.95,IN,40.227165,–85.398856
Indiana,EAST CENTRAL,Fayette,5,99.95,IN,39.639655,–85.185032
Indiana,EAST CENTRAL,Henry,15,99.95,IN,39.929576,–85.397338
Indiana,EAST CENTRAL,Jay,7,99.95,IN,40.434972,–85.003380
Indiana,EAST CENTRAL,Randolph,7,99.95,IN,40.164414,–85.005004
Indiana,EAST CENTRAL,Union,5,99.95,IN,39.623111,–84.925152
Indiana,EAST CENTRAL,Wayne,13,99.95,IN,39.863091,–85.006735
Indiana,NORTH CENTRAL,Carroll,8,99.95,IN,40.58498,–86.565141
Indiana,NORTH CENTRAL,Cass,7,99.95,IN,40.753799,–86.355169
Indiana,NORTH CENTRAL,Elkhart,22,99.95,IN,41.600693,–85.863986
Indiana,NORTH CENTRAL,Fulton,1,99.95,IN,41.050384,–86.265006
Indiana,NORTH CENTRAL,Kosciusko,12,99.95,IN,41.244293,–85.861575
Indiana,NORTH CENTRAL,Marshall,18,99.95,IN,41.325003,–86.269036
Indiana,NORTH CENTRAL,Miami,9,99.95,IN,40.772881,–86.044259
Indiana,NORTH CENTRAL,St. Joseph,20,99.95,IN,41.617699,–86.288159
Indiana,NORTH CENTRAL,Wabash,8,99.95,IN,40.843717,–85.795175
Indiana,NORTHEAST,Adams,19,99.95,IN,40.745733,–84.936131
Indiana,NORTHEAST,Allen,25,99.95,IN,41.091855,–85.072230
Indiana,NORTHEAST,Dekalb,5,99.95,IN,41.401189,–85.000185
Indiana,NORTHEAST,Huntington,7,99.95,IN,40.826394,–85.478598
Indiana,NORTHEAST,Lagrange,49,99.95,IN,41.642468,–85.426302
Indiana,NORTHEAST,Noble,9,99.95,IN,41.400794,–85.417850
Indiana,NORTHEAST,Steuben,6,99.95,IN,41.643437,–85.002467
Indiana,NORTHEAST,Wells,8,99.95,IN,40.735273,–85.212974
Indiana,NORTHEAST,Whitley,6,99.95,IN,41.136426,–85.501892
Indiana,NORTHWEST,Benton,1,99.95,IN,40.608253,–87.315479
Indiana,NORTHWEST,Jasper,5,99.95,IN,41.017688,–87.118814
Indiana,NORTHWEST,Laporte,12,99.95,IN,41.549011,–86.744729
Indiana,NORTHWEST,Lake,11,99.95,IN,41.472239,–87.374337
Indiana,NORTHWEST,Newton,2,99.95,IN,40.962399,–87.402172
Indiana,NORTHWEST,Porter,13,99.95,IN,41.509922,–87.071308
Indiana,NORTHWEST,Pulaski,14,99.95,IN,41.045272,–86.692538
Indiana,NORTHWEST,Starke,11,99.95,IN,41.28322,–86.647570
Indiana,SOUTH CENTRAL,Brown,11,99.95,IN,39.192585,–86.239410
Indiana,SOUTH CENTRAL,Crawford,4,99.95,IN,38.289433,–86.440871
Indiana,SOUTH CENTRAL,Floyd,2,99.95,IN,38.317937,–85.911474
Indiana,SOUTH CENTRAL,Harrison,15,99.95,IN,38.18644,–86.103681
Indiana,SOUTH CENTRAL,Jackson,6,99.95,IN,38.911957,–86.042516
Indiana,SOUTH CENTRAL,Lawrence,8,99.95,IN,38.839815,–86.487820
Indiana,SOUTH CENTRAL,Monroe,11,99.95,IN,39.160751,–86.523325
Indiana,SOUTH CENTRAL,Orange,9,99.95,IN,38.547381,–86.489257
Indiana,SOUTH CENTRAL,Perry,14,99.95,IN,38.081436,–86.626540
Indiana,SOUTH CENTRAL,Washington,7,99.95,IN,38.600613,–86.104751
Indiana,SOUTHEAST,Clark,3,99.95,IN,38.476217,–85.711122
Indiana,SOUTHEAST,Dearborn,17,99.95,IN,39.151491,–84.973460
Indiana,SOUTHEAST,Franklin,11,99.95,IN,39.409762,–85.066964
Indiana,SOUTHEAST,Jefferson,11,99.95,IN,38.783604,–85.440090
Indiana,SOUTHEAST,Jennings,11,99.95,IN,38.996234,–85.628111
Indiana,SOUTHEAST,Ohio,4,99.95,IN,38.940527,–84.964299
Indiana,SOUTHEAST,Ripley,14,99.95,IN,39.10023,–85.260541
Indiana,SOUTHEAST,Scott,3,99.95,IN,38.679431,–85.751898
Indiana,SOUTHEAST,Switzerland,6,99.95,IN,38.825846,–85.029679
Indiana,SOUTHWEST,Daviess,23,99.95,IN,38.696155,–87.076988
Indiana,SOUTHWEST,Dubois,5,99.95,IN,38.373344,–86.873385
Indiana,SOUTHWEST,Gibson,3,99.95,IN,38.317413,–87.580566
Indiana,SOUTHWEST,Greene,10,99.95,IN,39.0486,–87.005245
Indiana,SOUTHWEST,Knox,4,99.95,IN,38.688663,–87.420182
Indiana,SOUTHWEST,Martin,2,99.95,IN,38.705322,–86.801847
Indiana,SOUTHWEST,Pike,3,99.95,IN,38.397898,–87.232532
Indiana,SOUTHWEST,Spencer,12,99.95,IN,38.009789,–87.010645
Indiana,SOUTHWEST,Sullivan,3,99.95,IN,39.089225,–87.415843
Indiana,SOUTHWEST,Warrick,4,99.95,IN,38.097764,–87.272023
Indiana,WEST CENTRAL,Clay,8,99.95,IN,39.393951,–87.115837
Indiana,WEST CENTRAL,Fountain,4,99.95,IN,40.121282,–87.234806
Indiana,WEST CENTRAL,Montgomery,7,99.95,IN,40.040296,–86.892715
Indiana,WEST CENTRAL,Owen,7,99.95,IN,39.317339,–86.838845
Indiana,WEST CENTRAL,Parke,22,99.95,IN,39.77425,–87.196950
Indiana,WEST CENTRAL,Putnam,20,99.95,IN,39.665545,–86.853325
Indiana,WEST CENTRAL,Tippecanoe,12,99.95,IN,40.38926,–86.893943
Indiana,WEST CENTRAL,Vermillion,3,99.95,IN,39.854045,–87.462071
Indiana,WEST CENTRAL,Vigo,11,99.95,IN,39.429143,–87.390375
Indiana,WEST CENTRAL,Warren,4,99.95,IN,40.352658,–87.375847
Iowa,CENTRAL,Boone,15,56.6,IA,42.038601,–93.939138
Iowa,CENTRAL,Dallas,18,56.6,IA,41.685321,–94.040707
Iowa,CENTRAL,Grundy,2,56.6,IA,42.403323,–92.790261
Iowa,CENTRAL,Hamilton,6,56.6,IA,42.390768,–93.709198
Iowa,CENTRAL,Hardin,13,56.6,IA,42.389955,–93.241081
Iowa,CENTRAL,Jasper,18,56.6,IA,41.685686,–93.052971
Iowa,CENTRAL,Marshall,6,56.6,IA,42.041691,–92.981452
Iowa,CENTRAL,Polk,13,56.6,IA,41.684281,–93.569720
