year,state,chemical_type,chemical_name,chem_app(lbs),lb/acre/app(avg),lb/acre/yr(avg),num_app(avg),pct_area_treated(avg)
2019,California,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PHOSMET = 59201)","4,300",3.779,5.795,1.5,6
2019,California,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRIPROXYFEN = 129032)",100,0.091,0.118,1.3,10
2019,California,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM = 110007)",200,0.103,0.14,1.4,11
2019,California,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)",0,0.094,0.105,1.1,4
2019,California,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPIROTETRAMAT = 392201)",300,0.136,0.146,1.1,14
2019,California,"CHEMICAL, OTHER","CHEMICAL, OTHER: (MINERAL OIL = 63502)","168,200",17.83,26.977,1.5,50
2019,Michigan,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BASIC COPPER SULFATE = 8101)","7,000",1.251,1.564,1.2,14
2019,Michigan,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BENZOVINDIFLUPYR = 122305)",600,0.037,0.058,1.6,34
2019,Michigan,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BOSCALID = 128008)",100,0.218,0.248,1.1,2
2019,Michigan,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)","330,800",2.207,12.716,5.8,80
2019,Michigan,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER CHLORIDE HYD. = 23501)","13,200",1.115,1.633,1.5,25
2019,Michigan,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)","29,400",1.438,1.898,1.3,48
2019,Michigan,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER SULFATE = 24401)",600,0.141,0.311,2.2,6
2019,Michigan,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)","8,100",0.175,0.393,2.2,63
2019,Michigan,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)","2,000",0.06,0.116,1.9,55
2019,Michigan,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENBUCONAZOLE = 129011)","1,000",0.119,0.317,2.7,10
2019,Michigan,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUAZINAM = 129098)","5,500",0.406,0.944,2.3,18
2019,Michigan,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUOPYRAM = 80302)",600,0.072,0.147,2,12
2019,Michigan,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)",900,0.076,0.152,2,18
2019,Michigan,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (KASUGAMYCIN = 230001)",800,0.07,0.096,1.4,26
2019,Michigan,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MANCOZEB = 14504)","367,800",2.58,15.368,6,74
2019,Michigan,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MONO-POTASSIUM SALT = 76416)","2,000",1.073,2.393,2.2,3
2019,Michigan,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MYCLOBUTANIL = 128857)","1,700",0.109,0.226,2.1,23
2019,Michigan,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (OXYTETRACYCLINE CALC = 6321)",300,0.16,0.256,1.6,4
2019,Michigan,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)",900,0.077,0.15,1.9,19
2019,Michigan,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRIMETHANIL = 288201)","2,300",0.308,0.5,1.6,14
2019,Michigan,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (STREPTOMYCIN SULFATE = 6310)","4,300",0.255,0.452,1.8,29
2019,Michigan,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)","49,600",5.855,16.155,2.8,9
2019,Michigan,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TEBUCONAZOLE = 128997)",200,0.157,0.319,2,2
2019,Michigan,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)","14,800",0.58,1.182,2,38
2019,Michigan,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)","3,100",0.066,0.161,2.4,60
2019,Michigan,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (ZIRAM = 34805)","93,600",3.457,7.796,2.3,37
2019,Michigan,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D, DIMETH. SALT = 30019)","4,600",1.086,1.277,1.2,11
2019,Michigan,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)",0,0.039,0.041,1.1,2
2019,Michigan,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CLOPYRALID MONO SALT = 117401)",100,0.218,0.24,1.1,1
2019,Michigan,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIURON = 35505)","3,900",1.761,1.811,1,7
2019,Michigan,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLUFOSINATE-AMMONIUM = 128850)","1,600",0.775,0.85,1.1,6
2019,Michigan,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)","5,900",1.086,1.215,1.1,15
2019,Michigan,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE POT. SALT = 103613)",300,0.511,0.679,1.3,1
2019,Michigan,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)","2,000",0.685,0.802,1.2,7
2019,Michigan,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)","2,400",1.701,1.783,1,4
2019,Michigan,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PYRAFLUFEN-ETHYL = 30090)",0,0.004,0.005,1.1,4
2019,Michigan,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (RIMSULFURON = 129009)",0,0.038,0.04,1,4
2019,Michigan,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TERBACIL = 12701)",300,0.493,0.493,1,2
2019,Michigan,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)",400,0.018,0.021,1.2,54
2019,Michigan,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)","2,300",0.114,0.173,1.5,41
2019,Michigan,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BETA-CYFLUTHRIN = 118831)",0,0.021,0.024,1.2,5
2019,Michigan,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CARBARYL = 56801)","7,600",0.895,1.018,1.1,23
2019,Michigan,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)","3,400",0.07,0.132,1.9,78
2019,Michigan,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORPYRIFOS = 59101)","18,000",1.267,1.427,1.1,39
2019,Michigan,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CLOTHIANIDIN = 44309)","2,400",0.096,0.148,1.5,49
2019,Michigan,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYFLUMETOFEN = 138831)",300,0.177,0.179,1,5
2019,Michigan,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYFLUTHRIN = 128831)",100,0.055,0.084,1.5,4
2019,Michigan,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ESFENVALERATE = 109303)",200,0.047,0.053,1.1,13
2019,Michigan,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPROPATHRIN = 127901)",200,0.323,0.419,1.3,2
2019,Michigan,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPYROXIMATE = 129131)",100,0.1,0.112,1.1,3
2019,Michigan,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)","2,500",0.082,0.172,2.1,44
2019,Michigan,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)",500,0.028,0.045,1.6,38
2019,Michigan,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PHOSMET = 59201)","37,200",1.48,2.714,1.8,42
2019,Michigan,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRIDABEN = 129105)",500,0.377,0.389,1,4
2019,Michigan,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRIPROXYFEN = 129032)",500,0.108,0.167,1.6,10
2019,Michigan,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM = 110007)","1,200",0.082,0.13,1.6,29
2019,Michigan,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPIROTETRAMAT = 392201)",200,0.104,0.152,1.5,4
2019,Michigan,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)","2,200",0.065,0.125,1.9,55
2019,Michigan,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ZETA-CYPERMETHRIN = 129064)",100,0.024,0.024,1,11
2019,Michigan,"CHEMICAL, OTHER","CHEMICAL, OTHER: (BENZYLADENINE = 116901)",200,0.039,0.051,1.3,12
2019,Michigan,"CHEMICAL, OTHER","CHEMICAL, OTHER: (BUTENOIC ACID HYDRO. = 129104)",300,0.051,0.061,1.2,17
2019,Michigan,"CHEMICAL, OTHER","CHEMICAL, OTHER: (CHLOROPHACINONE = 67707)",0,0,0,1,19
2019,Michigan,"CHEMICAL, OTHER","CHEMICAL, OTHER: (DODECADIEN-1-OL = 129028)",400,0.076,0.081,1.1,16
2019,Michigan,"CHEMICAL, OTHER","CHEMICAL, OTHER: (DODECANOL = 1509)",100,0.027,0.029,1.1,13
2019,Michigan,"CHEMICAL, OTHER","CHEMICAL, OTHER: (FLUTRIAFOL = 128940)","1,500",0.075,0.121,1.6,37
2019,Michigan,"CHEMICAL, OTHER","CHEMICAL, OTHER: (GIBBERELLINS A4A7 = 116902)",0,0.013,0.021,1.6,6
2019,Michigan,"CHEMICAL, OTHER","CHEMICAL, OTHER: (HYDROGEN PEROXIDE = 595)",600,1.759,4.326,2.5,0
2019,Michigan,"CHEMICAL, OTHER","CHEMICAL, OTHER: (INDAZIFLAM = 80818)",100,0.044,0.044,1,4
2019,Michigan,"CHEMICAL, OTHER","CHEMICAL, OTHER: (MINERAL OIL = 63502)","120,200",6.264,11.03,1.8,34
2019,Michigan,"CHEMICAL, OTHER","CHEMICAL, OTHER: (NAA = 56002)",0,0,0.001,1.6,12
2019,Michigan,"CHEMICAL, OTHER","CHEMICAL, OTHER: (NAA, SODIUM = 56007)",0,0.007,0.01,1.4,14
2019,Michigan,"CHEMICAL, OTHER","CHEMICAL, OTHER: (OXYTETRACYCLINE HYDROCHLORIDE = 6308)","2,000",0.196,0.266,1.4,24
2019,Michigan,"CHEMICAL, OTHER","CHEMICAL, OTHER: (PEROXYACETIC ACID = 63201)",100,0.317,0.781,2.5,0
2019,Michigan,"CHEMICAL, OTHER","CHEMICAL, OTHER: (PROHEXADIONE CALCIUM = 112600)","2,400",0.135,0.191,1.4,39
2019,Michigan,"CHEMICAL, OTHER","CHEMICAL, OTHER: (SPIRODICLOFEN = 124871)",200,0.245,0.246,1,3
2019,Michigan,"CHEMICAL, OTHER","CHEMICAL, OTHER: (TETRADECANOL = 1510)",0,0.006,0.006,1.1,13
2019,New York,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BASIC COPPER SULFATE = 8101)","61,300",2.104,3.69,1.8,40
2019,New York,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BENZOVINDIFLUPYR = 122305)","1,500",0.04,0.053,1.3,66
2019,New York,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)","627,800",1.89,15.521,8.2,96
2019,New York,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER CHLORIDE HYD. = 23501)","3,800",0.532,0.532,1,17
2019,New York,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)","37,500",1.274,1.717,1.3,52
2019,New York,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)","15,500",0.186,0.428,2.3,87
2019,New York,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)","5,400",0.067,0.144,2.2,89
2019,New York,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DODINE = 44301)","6,200",0.584,0.675,1.2,22
2019,New York,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENBUCONAZOLE = 129011)","8,900",0.184,0.353,1.9,60
2019,New York,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUOPYRAM = 80302)","2,400",0.086,0.136,1.6,43
2019,New York,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)","3,800",0.07,0.136,1.9,67
2019,New York,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MANCOZEB = 14504)","457,800",2.156,11.864,5.5,92
2019,New York,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MONO-POTASSIUM SALT = 76416)","8,100",1.098,1.465,1.3,13
2019,New York,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MYCLOBUTANIL = 128857)","1,400",0.124,0.134,1.1,25
2019,New York,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","3,800",0.071,0.136,1.9,67
2019,New York,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRIMETHANIL = 288201)","2,900",0.293,0.331,1.1,21
2019,New York,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (STREPTOMYCIN SULFATE = 6310)","14,500",0.261,0.5,1.9,69
2019,New York,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)","21,900",3.842,5.994,1.6,9
2019,New York,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)","9,000",0.535,0.69,1.3,31
2019,New York,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)","4,300",0.082,0.142,1.7,72
2019,New York,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (ZIRAM = 34805)","21,500",2.233,3.233,1.4,16
2019,New York,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D, DIMETH. SALT = 30019)","9,000",0.709,0.884,1.2,24
2019,New York,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)",200,0.02,0.025,1.3,17
2019,New York,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)","11,600",1.07,1.18,1.1,23
2019,New York,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)","2,500",1.105,1.105,1,5
2019,New York,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (RIMSULFURON = 129009)",300,0.038,0.038,1,19
2019,New York,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)","4,300",1.939,1.939,1,5
2019,New York,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TERBACIL = 12701)","2,200",0.626,0.645,1,8
2019,New York,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)",400,0.016,0.016,1.1,64
2019,New York,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)","9,800",0.123,0.278,2.3,84
2019,New York,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BETA-CYFLUTHRIN = 118831)",100,0.021,0.022,1.1,12
2019,New York,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CARBARYL = 56801)","44,000",1.258,1.652,1.3,63
2019,New York,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)","4,000",0.076,0.119,1.6,80
2019,New York,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORPYRIFOS = 59101)","21,300",1.545,1.621,1,31
2019,New York,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYFLUTHRIN = 128831)",400,0.042,0.042,1,24
2019,New York,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIAZINON = 57801)","4,000",1.163,1.163,1,8
2019,New York,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (EMAMECTIN BENZOATE = 122806)",400,0.013,0.014,1.1,60
2019,New York,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLONICAMID = 128016)",200,0.066,0.077,1.2,5
2019,New York,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)","3,900",0.084,0.202,2.4,46
2019,New York,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (INDOXACARB = 67710)",900,0.136,0.145,1.1,15
2019,New York,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)","3,000",0.036,0.095,2.6,75
2019,New York,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRIPROXYFEN = 129032)","1,600",0.1,0.11,1.1,34
2019,New York,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM = 110007)","3,000",0.081,0.102,1.3,69
2019,New York,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)","1,300",0.056,0.063,1.1,50
2019,New York,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ZETA-CYPERMETHRIN = 129064)",200,0.026,0.03,1.2,15
2019,New York,"CHEMICAL, OTHER","CHEMICAL, OTHER: (BENZYLADENINE = 116901)",500,0.071,0.092,1.3,14
2019,New York,"CHEMICAL, OTHER","CHEMICAL, OTHER: (BUTENOIC ACID HYDRO. = 129104)",600,0.096,0.117,1.2,11
2019,New York,"CHEMICAL, OTHER","CHEMICAL, OTHER: (CYTOKININS = 116801)",0,0,0,1,12
2019,New York,"CHEMICAL, OTHER","CHEMICAL, OTHER: (FLUTRIAFOL = 128940)","1,900",0.094,0.113,1.2,41
2019,New York,"CHEMICAL, OTHER","CHEMICAL, OTHER: (GIBBERELLINS A4A7 = 116902)",100,0.014,0.018,1.3,10
2019,New York,"CHEMICAL, OTHER","CHEMICAL, OTHER: (INDOLEBUTYRIC ACID = 46701)",0,0.001,0.001,1,12
2019,New York,"CHEMICAL, OTHER","CHEMICAL, OTHER: (MINERAL OIL = 63502)","91,500",13.285,18.721,1.4,12
2019,New York,"CHEMICAL, OTHER","CHEMICAL, OTHER: (NAA = 56002)",0,0.001,0.002,2.4,17
2019,New York,"CHEMICAL, OTHER","CHEMICAL, OTHER: (NAA, SODIUM = 56007)",100,0.01,0.02,2,18
2019,New York,"CHEMICAL, OTHER","CHEMICAL, OTHER: (PROHEXADIONE CALCIUM = 112600)","2,000",0.111,0.211,1.9,22
2019,Oregon,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CALCIUM POLYSULFIDE = 76702)","42,500",21.211,23.568,1.1,36
2019,Oregon,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)","10,000",4.658,6.017,1.3,33
2019,Oregon,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYFLUFENAMID = 555550)",0,0.042,0.042,1,4
2019,Oregon,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)",600,0.2,0.265,1.3,44
2019,Oregon,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)",200,0.07,0.092,1.3,44
2019,Oregon,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)",300,0.089,0.204,2.3,34
2019,Oregon,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MANCOZEB = 14504)","15,000",3.714,6.177,1.7,48
2019,Oregon,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MYCLOBUTANIL = 128857)",400,0.225,0.25,1.1,30
2019,Oregon,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PENTHIOPYRAD = 90112)",500,0.232,0.24,1,38
2019,Oregon,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)",500,0.099,0.178,1.8,55
2019,Oregon,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)","41,400",7.025,14.992,2.1,55
2019,Oregon,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)",300,0.094,0.107,1.1,62
2019,Oregon,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D, DIMETH. SALT = 30019)","1,000",0.978,1.06,1.1,18
2019,Oregon,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)","1,900",1.405,1.525,1.1,25
2019,Oregon,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)",0,0.019,0.019,1,14
2019,Oregon,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)",200,0.145,0.173,1.2,26
2019,Oregon,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CARBARYL = 56801)","3,700",1.486,1.85,1.2,39
2019,Oregon,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)",400,0.083,0.144,1.7,58
2019,Oregon,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORPYRIFOS = 59101)","1,800",1.439,1.439,1,25
2019,Oregon,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)",300,0.093,0.186,2,29
2019,Oregon,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)",0,0.039,0.043,1.1,20
2019,Oregon,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRIPROXYFEN = 129032)",0,0.103,0.114,1.1,3
2019,Oregon,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM = 110007)",200,0.1,0.105,1.1,37
2019,Oregon,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)",300,0.125,0.188,1.5,29
2019,Oregon,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPIROTETRAMAT = 392201)",200,0.118,0.209,1.8,19
2019,Oregon,"CHEMICAL, OTHER","CHEMICAL, OTHER: (BUTENOIC ACID HYDRO. = 129104)",0,0.105,0.108,1,9
2019,Oregon,"CHEMICAL, OTHER","CHEMICAL, OTHER: (CYTOKININS = 116801)",0,0,0,1.1,10
2019,Oregon,"CHEMICAL, OTHER","CHEMICAL, OTHER: (DODECADIEN-1-OL = 129028)",0,0.045,0.045,1,18
2019,Oregon,"CHEMICAL, OTHER","CHEMICAL, OTHER: (ETHEPHON = 99801)",700,0.348,0.36,1,40
2019,Oregon,"CHEMICAL, OTHER","CHEMICAL, OTHER: (MINERAL OIL = 63502)","99,600",15.407,30.567,2,65
2019,Oregon,"CHEMICAL, OTHER","CHEMICAL, OTHER: (NAA, POTASSIUM SALT = 56003)",0,0.026,0.041,1.5,23
2019,Pennsylvania,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BASIC COPPER SULFATE = 8101)","10,500",2.146,2.58,1.2,21
2019,Pennsylvania,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BENZOVINDIFLUPYR = 122305)",300,0.031,0.062,2,21
2019,Pennsylvania,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BOSCALID = 128008)",100,0.195,0.362,1.9,1
2019,Pennsylvania,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)","132,400",1.614,11.387,7.1,60
2019,Pennsylvania,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER CHLORIDE HYD. = 23501)",400,1.216,1.31,1.1,1
2019,Pennsylvania,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)","29,000",3.94,4.819,1.2,31
2019,Pennsylvania,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER OCTANOATE = 23306)",0,0.011,0.032,2.9,3
2019,Pennsylvania,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)","4,500",0.174,0.54,3.1,43
2019,Pennsylvania,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)","1,800",0.064,0.188,2.9,49
2019,Pennsylvania,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DODINE = 44301)","2,800",0.464,0.797,1.7,18
2019,Pennsylvania,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUOPYRAM = 80302)",500,0.072,0.139,1.9,17
2019,Pennsylvania,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)","1,500",0.06,0.203,3.4,37
2019,Pennsylvania,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MANCOZEB = 14504)","108,100",1.656,9.617,5.8,58
2019,Pennsylvania,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MONO-POTASSIUM SALT = 76416)","9,200",0.923,3.362,3.6,14
2019,Pennsylvania,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MYCLOBUTANIL = 128857)",700,0.128,0.277,2.2,13
2019,Pennsylvania,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PENTHIOPYRAD = 90112)",100,0.165,0.242,1.5,2
2019,Pennsylvania,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","2,100",0.085,0.292,3.4,38
