"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Domain","Domain Category","KIWIFRUIT, BEARING - APPLICATIONS, MEASURED IN LB  -  <b>VALUE</b>","KIWIFRUIT, BEARING - APPLICATIONS, MEASURED IN LB  -  <b>CV (%)</b>","KIWIFRUIT, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG  -  <b>VALUE</b>","KIWIFRUIT, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG  -  <b>CV (%)</b>","KIWIFRUIT, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG  -  <b>VALUE</b>","KIWIFRUIT, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG  -  <b>CV (%)</b>","KIWIFRUIT, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG  -  <b>VALUE</b>","KIWIFRUIT, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG  -  <b>CV (%)</b>","KIWIFRUIT, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG  -  <b>VALUE</b>","KIWIFRUIT, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG  -  <b>CV (%)</b>"
"SURVEY","2017","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)","1,800","","3.106","","7.989","","2.6","","5",""
"SURVEY","2017","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PYRAFLUFEN-ETHYL = 30090)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2017","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","4,900","","","","","","","","37",""
"SURVEY","2017","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (AZADIRACHTIN = 121701)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2017","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAK ABTS-1857 = 6523)"," (NA)",""," (NA)",""," (NA)",""," (D)",""," (D)",""
"SURVEY","2017","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAKI ABTS-351 = 6522)"," (NA)",""," (NA)",""," (NA)",""," (D)",""," (D)",""
"SURVEY","2017","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CRYOLITE = 75101)","28,300","","6.844","","15.293","","2.2","","42",""
"SURVEY","2017","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ESFENVALERATE = 109303)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2017","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MYROTHECIUM VERRUC. = 119204)"," (NA)",""," (NA)",""," (NA)",""," (D)",""," (D)",""
"SURVEY","2017","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRIPROXYFEN = 129032)"," (Z)","","0.108","","0.146","","1.3","","5",""
"SURVEY","2017","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","28,400","","","","","","","","56",""
"SURVEY","2017","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, OTHER","CHEMICAL, OTHER: (BT KURSTAKI SA-12 = 6518)"," (NA)",""," (NA)",""," (NA)",""," (D)",""," (D)",""
"SURVEY","2017","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, OTHER","CHEMICAL, OTHER: (CYANAMID = 14002)","43,200","","17.487","","22.657","","1.3","","43",""
"SURVEY","2017","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, OTHER","CHEMICAL, OTHER: (E-8-DODECENYL ACETAT = 128907)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2017","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, OTHER","CHEMICAL, OTHER: (FORCHLORFENURON = 128819)","1,200","","0.407","","0.504","","1.2","","56",""
"SURVEY","2017","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, OTHER","CHEMICAL, OTHER: (MINERAL OIL = 63502)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2017","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)","61,000","","","","","","","","68",""
"SURVEY","2017","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, OTHER","CHEMICAL, OTHER: (Z-8-DODECANOL = 128908)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2017","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, OTHER","CHEMICAL, OTHER: (Z-8-DODECEN ACETATE = 128906)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","KIWIFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","KIWIFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)"," (D)","","","","","","",""," (D)",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","KIWIFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","KIWIFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLUFOSINATE-AMMONIUM = 128850)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","KIWIFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)","1,500","","1.687","","2.831","","1.7","","13",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","KIWIFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE POT. SALT = 103613)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","KIWIFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ORYZALIN = 104201)","2,800","","3.536","","4.507","","1.3","","15",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","KIWIFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)","2,100","","1.216","","1.474","","1.2","","35",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","KIWIFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","KIWIFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (RIMSULFURON = 129009)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","KIWIFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","24,600","","","","","","","","50",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","KIWIFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ESFENVALERATE = 109303)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","KIWIFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FERRIC SODIUM EDTA = 139114)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","KIWIFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRIPROXYFEN = 129032)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","KIWIFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","200","","","","","","","","12",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","KIWIFRUIT","CHEMICAL, OTHER","CHEMICAL, OTHER: (CAPRIC ACID = 128955)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","KIWIFRUIT","CHEMICAL, OTHER","CHEMICAL, OTHER: (CAPRYLIC ACID = 128919)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","KIWIFRUIT","CHEMICAL, OTHER","CHEMICAL, OTHER: (CYANAMID = 14002)","41,800","","17.629","","26.352","","1.5","","40",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","KIWIFRUIT","CHEMICAL, OTHER","CHEMICAL, OTHER: (E-8-DODECENYL ACETAT = 128907)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","KIWIFRUIT","CHEMICAL, OTHER","CHEMICAL, OTHER: (FORCHLORFENURON = 128819)","800","","0.395","","0.544","","1.4","","37",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","KIWIFRUIT","CHEMICAL, OTHER","CHEMICAL, OTHER: (IRON PHOSPHATE = 34903)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","KIWIFRUIT","CHEMICAL, OTHER","CHEMICAL, OTHER: (MINERAL OIL = 63502)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","KIWIFRUIT","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)","53,600","","","","","","","","59",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","KIWIFRUIT","CHEMICAL, OTHER","CHEMICAL, OTHER: (Z-8-DODECANOL = 128908)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","KIWIFRUIT","CHEMICAL, OTHER","CHEMICAL, OTHER: (Z-8-DODECEN ACETATE = 128906)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)"," (D)","","","","","","",""," (D)",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLUFOSINATE-AMMONIUM = 128850)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)","1,500","","1.687","","2.831","","1.7","","13",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE POT. SALT = 103613)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ORYZALIN = 104201)","2,800","","3.536","","4.507","","1.3","","15",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)","2,100","","1.216","","1.474","","1.2","","35",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (RIMSULFURON = 129009)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","24,600","","","","","","","","50",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ESFENVALERATE = 109303)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FERRIC SODIUM EDTA = 139114)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRIPROXYFEN = 129032)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","200","","","","","","","","12",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, OTHER","CHEMICAL, OTHER: (CAPRIC ACID = 128955)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, OTHER","CHEMICAL, OTHER: (CAPRYLIC ACID = 128919)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, OTHER","CHEMICAL, OTHER: (CYANAMID = 14002)","41,800","","17.629","","26.352","","1.5","","40",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, OTHER","CHEMICAL, OTHER: (E-8-DODECENYL ACETAT = 128907)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, OTHER","CHEMICAL, OTHER: (FORCHLORFENURON = 128819)","800","","0.395","","0.544","","1.4","","37",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, OTHER","CHEMICAL, OTHER: (IRON PHOSPHATE = 34903)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, OTHER","CHEMICAL, OTHER: (MINERAL OIL = 63502)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)","53,600","","","","","","","","59",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, OTHER","CHEMICAL, OTHER: (Z-8-DODECANOL = 128908)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, OTHER","CHEMICAL, OTHER: (Z-8-DODECEN ACETATE = 128906)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","KIWIFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","KIWIFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","KIWIFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)"," (D)","","","","","","",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","KIWIFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","KIWIFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","KIWIFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)","1,600","","1.309","","2.069","","1.6","","19",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","KIWIFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE POT. SALT = 103613)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","KIWIFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ORYZALIN = 104201)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","KIWIFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)","500","","0.664","","0.924","","1.4","","13",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","KIWIFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","KIWIFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","3,100","","","","","","","","26",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","KIWIFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAKI ABTS-351 = 6522)"," (NA)",""," (NA)",""," (NA)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","KIWIFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHIDATHION = 100301)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","KIWIFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)"," (D)","","","","","","",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","KIWIFRUIT","CHEMICAL, OTHER","CHEMICAL, OTHER: (CYANAMID = 14002)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","KIWIFRUIT","CHEMICAL, OTHER","CHEMICAL, OTHER: (FORCHLORFENURON = 128819)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","KIWIFRUIT","CHEMICAL, OTHER","CHEMICAL, OTHER: (MINERAL OIL = 63502)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","KIWIFRUIT","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)","10,700","","","","","","","","12",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)"," (D)","","","","","","",""," (D)",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)","1,600","","1.309","","2.069","","1.6","","19",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE POT. SALT = 103613)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ORYZALIN = 104201)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)","500","","0.664","","0.924","","1.4","","13",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","3,100","","","","","","","","26",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAKI ABTS-351 = 6522)"," (NA)",""," (NA)",""," (NA)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHIDATHION = 100301)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)"," (D)","","","","","","",""," (D)",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","CHEMICAL, OTHER","CHEMICAL, OTHER: (CYANAMID = 14002)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
